Country,Use Social Media?
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,Yes
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
Russia,No
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,Yes
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
United States,No
